episode;reward0;avg_reward0;t_global;cr
643;200.0;199.7;83969.0;83968.0
644;200.0;199.7;84169.0;84168.0
645;200.0;199.7;84369.0;84368.0
646;200.0;199.7;84569.0;84568.0
647;200.0;199.7;84769.0;84768.0
648;200.0;200.0;84969.0;84968.0
649;200.0;200.0;85169.0;85168.0
650;200.0;200.0;85369.0;85368.0
651;200.0;200.0;85569.0;85568.0
652;200.0;200.0;85769.0;85768.0
653;200.0;200.0;85969.0;85968.0
654;200.0;200.0;86169.0;86168.0
655;200.0;200.0;86369.0;86368.0
656;200.0;200.0;86569.0;86568.0
657;200.0;200.0;86769.0;86768.0
658;200.0;200.0;86969.0;86968.0
659;200.0;200.0;87169.0;87168.0
660;200.0;200.0;87369.0;87368.0
661;200.0;200.0;87569.0;87568.0
662;200.0;200.0;87769.0;87768.0
663;200.0;200.0;87969.0;87968.0
664;200.0;200.0;88169.0;88168.0
665;200.0;200.0;88369.0;88368.0
666;200.0;200.0;88569.0;88568.0
667;200.0;200.0;88769.0;88768.0
668;200.0;200.0;88969.0;88968.0
669;200.0;200.0;89169.0;89168.0
670;200.0;200.0;89369.0;89368.0
